"from","to","anchor","context"
"/health/tools/glucose-observation-log","/health","건강 도구","navigation"
"/health/tools/glucose-observation-log","/health/trust/about","오누림 소개","navigation"
"/health/tools/glucose-observation-log","/health/type-2-diabetes","제2형 당뇨병, 증상부터 혈당 검사와 기록까지 해설 읽기","navigation"
"/health/tools/glucose-observation-log","/health/guides/understanding-hba1c","한 번의 혈당 기록과 HbA1c가 다른 이유","content"
"/health/tools/glucose-observation-log","/health/tools/diabetes-questions","측정 계획과 결과를 확인할 당뇨병 진료 질문","content"
"/health/tools/glucose-observation-log","/health/guides/medication-list","기록과 함께 가져갈 현재 약 목록","content"
"/health/tools/glucose-observation-log","/health/trust/medical-review-policy","의료 검토 상태","navigation"
"/health/tools/glucose-observation-log","/health/trust/privacy","기록·개인정보 안내","navigation"
"/health/tools/glucose-observation-log","/health","20개 질환 안내","navigation"
"/health/tools/glucose-observation-log","/health/guides/danger-signals","위험 신호","navigation"
"/health/tools/glucose-observation-log","/health/guides/appointment-questions","진료 질문 준비","navigation"
"/health/tools/glucose-observation-log","/health","건강 기록 도구","navigation"
"/health/tools/glucose-observation-log","/health/trust/author","작성자","navigation"
"/health/tools/glucose-observation-log","/health/trust/sources-policy","출처 원칙","navigation"
"/health/tools/glucose-observation-log","/health/trust/corrections-policy","정정·문의","navigation"
"/health/tools/glucose-observation-log","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/tools/glucose-observation-log","/health/trust/advertising","광고 정책","navigation"
"/health/tools/glucose-observation-log","/health/trust/disclaimer","면책 안내","navigation"
"/health/tools/glucose-observation-log","/health/trust/privacy","개인정보","navigation"
"/health/tools/glucose-observation-log","/health/trust/terms","이용약관","navigation"
"/health/tools/gout-visit-card","/health/tools/gout-visit-card","본문으로 건너뛰기","content"
"/health/tools/gout-visit-card","/","OONURIM오누림","navigation"
"/health/tools/gout-visit-card","/health","질환 알아보기","navigation"
"/health/tools/gout-visit-card","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/tools/gout-visit-card","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/tools/gout-visit-card","/health/guides/family-medication-support","가족 건강","navigation"
"/health/tools/gout-visit-card","/health","건강 도구","navigation"
"/health/tools/gout-visit-card","/health/trust/about","오누림 소개","navigation"
"/health/tools/gout-visit-card","/health/gout","통풍이 걱정될 때, 요산 수치와 관절 통증을 나눠 보기 해설 읽기","navigation"
"/health/tools/gout-visit-card","/health/gout","이 질환 안내의 위험 신호와 도움 요청 행동","content"
"/health/tools/gout-visit-card","/health/guides/reading-health-results","요산 검사 원본의 이름·단위·조건을 함께 읽기","content"
"/health/tools/gout-visit-card","/health/guides/medication-list","통풍약 외 실제 복용 제품도 준비하는 약 목록","content"
"/health/tools/gout-visit-card","/health/guides/appointment-questions","이번 증상과 이후 계획의 답을 남기는 방법","content"
"/health/tools/gout-visit-card","/health/trust/medical-review-policy","의료 검토 상태","navigation"
"/health/tools/gout-visit-card","/health/trust/privacy","기록·개인정보 안내","navigation"
"/health/tools/gout-visit-card","/health","20개 질환 안내","navigation"
"/health/tools/gout-visit-card","/health/guides/danger-signals","위험 신호","navigation"
"/health/tools/gout-visit-card","/health/guides/appointment-questions","진료 질문 준비","navigation"
"/health/tools/gout-visit-card","/health","건강 기록 도구","navigation"
"/health/tools/gout-visit-card","/health/trust/author","작성자","navigation"
"/health/tools/gout-visit-card","/health/trust/sources-policy","출처 원칙","navigation"
"/health/tools/gout-visit-card","/health/trust/corrections-policy","정정·문의","navigation"
"/health/tools/gout-visit-card","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/tools/gout-visit-card","/health/trust/advertising","광고 정책","navigation"
"/health/tools/gout-visit-card","/health/trust/disclaimer","면책 안내","navigation"
"/health/tools/gout-visit-card","/health/trust/privacy","개인정보","navigation"
"/health/tools/gout-visit-card","/health/trust/terms","이용약관","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/tools/irritable-bowel-syndrome-visit-card","본문으로 건너뛰기","content"
"/health/tools/irritable-bowel-syndrome-visit-card","/","OONURIM오누림","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health","질환 알아보기","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/guides/family-medication-support","가족 건강","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health","건강 도구","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/trust/about","오누림 소개","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/irritable-bowel-syndrome","배가 아플 때, 배변 전후 무엇이 달라졌나요? 해설 읽기","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/irritable-bowel-syndrome","이 질환 안내의 위험 신호와 도움 요청 행동","content"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/guides/symptom-journal","관찰과 추측을 나눠 적는 증상 기록법","content"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/guides/medication-list","장염 때 쓴 약·현재 제품을 사실대로 남기는 목록","content"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/guides/appointment-questions","검사와 식사 계획에서 먼저 물을 질문 고르기","content"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/trust/medical-review-policy","의료 검토 상태","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/trust/privacy","기록·개인정보 안내","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health","20개 질환 안내","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/guides/danger-signals","위험 신호","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/guides/appointment-questions","진료 질문 준비","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health","건강 기록 도구","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/trust/author","작성자","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/trust/sources-policy","출처 원칙","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/trust/corrections-policy","정정·문의","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/trust/advertising","광고 정책","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/trust/disclaimer","면책 안내","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/trust/privacy","개인정보","navigation"
"/health/tools/irritable-bowel-syndrome-visit-card","/health/trust/terms","이용약관","navigation"
"/health/tools/kidney-stones-visit-card","/health/tools/kidney-stones-visit-card","본문으로 건너뛰기","content"
"/health/tools/kidney-stones-visit-card","/","OONURIM오누림","navigation"
"/health/tools/kidney-stones-visit-card","/health","질환 알아보기","navigation"
"/health/tools/kidney-stones-visit-card","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/tools/kidney-stones-visit-card","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/tools/kidney-stones-visit-card","/health/guides/family-medication-support","가족 건강","navigation"
"/health/tools/kidney-stones-visit-card","/health","건강 도구","navigation"
"/health/tools/kidney-stones-visit-card","/health/trust/about","오누림 소개","navigation"
"/health/tools/kidney-stones-visit-card","/health/kidney-stones","신장결석, 소변길과 검사 결과를 함께 보기 해설 읽기","navigation"
"/health/tools/kidney-stones-visit-card","/health/kidney-stones","이 질환 안내의 위험 신호와 도움 요청 행동","content"
"/health/tools/kidney-stones-visit-card","/health/guides/reading-health-results","소변·혈액 검사 결과지의 항목과 다음 확인 계획 읽기","content"
"/health/tools/kidney-stones-visit-card","/health/guides/medication-list","결석 진료에 알릴 실제 약·보충제 목록","content"
"/health/tools/kidney-stones-visit-card","/health/guides/appointment-questions","추적 확인과 그 전에 연락할 기준을 묻는 방법","content"
"/health/tools/kidney-stones-visit-card","/health/trust/medical-review-policy","의료 검토 상태","navigation"
"/health/tools/kidney-stones-visit-card","/health/trust/privacy","기록·개인정보 안내","navigation"
"/health/tools/kidney-stones-visit-card","/health","20개 질환 안내","navigation"
"/health/tools/kidney-stones-visit-card","/health/guides/danger-signals","위험 신호","navigation"
"/health/tools/kidney-stones-visit-card","/health/guides/appointment-questions","진료 질문 준비","navigation"
"/health/tools/kidney-stones-visit-card","/health","건강 기록 도구","navigation"
"/health/tools/kidney-stones-visit-card","/health/trust/author","작성자","navigation"
"/health/tools/kidney-stones-visit-card","/health/trust/sources-policy","출처 원칙","navigation"
"/health/tools/kidney-stones-visit-card","/health/trust/corrections-policy","정정·문의","navigation"
"/health/tools/kidney-stones-visit-card","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/tools/kidney-stones-visit-card","/health/trust/advertising","광고 정책","navigation"
"/health/tools/kidney-stones-visit-card","/health/trust/disclaimer","면책 안내","navigation"
"/health/tools/kidney-stones-visit-card","/health/trust/privacy","개인정보","navigation"
"/health/tools/kidney-stones-visit-card","/health/trust/terms","이용약관","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","본문으로 건너뛰기","content"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/","OONURIM오누림","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health","질환 알아보기","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/guides/family-medication-support","가족 건강","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health","건강 도구","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/trust/about","오누림 소개","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/metabolic-dysfunction-associated-steatotic-liver-disease","지방간이라는데 간 수치는 정상, 무엇을 더 물어볼까요? 해설 읽기","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/metabolic-dysfunction-associated-steatotic-liver-disease","이 질환 안내의 위험 신호와 도움 요청 행동","content"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/guides/reading-health-results","검사 항목·단위·참고범위와 개인 해석의 차이","content"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/guides/medication-list","보충제·생약까지 빠뜨리지 않는 실제 제품 목록","content"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/guides/appointment-questions","검사 목적과 다음 연락 계획을 묻는 진료 대화","content"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/trust/medical-review-policy","의료 검토 상태","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/trust/privacy","기록·개인정보 안내","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health","20개 질환 안내","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/guides/danger-signals","위험 신호","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/guides/appointment-questions","진료 질문 준비","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health","건강 기록 도구","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/trust/author","작성자","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/trust/sources-policy","출처 원칙","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/trust/corrections-policy","정정·문의","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/trust/advertising","광고 정책","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/trust/disclaimer","면책 안내","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/trust/privacy","개인정보","navigation"
"/health/tools/metabolic-dysfunction-associated-steatotic-liver-disease-visit-card","/health/trust/terms","이용약관","navigation"
"/health/tools/migraine-visit-card","/health/tools/migraine-visit-card","본문으로 건너뛰기","content"
"/health/tools/migraine-visit-card","/","OONURIM오누림","navigation"
"/health/tools/migraine-visit-card","/health","질환 알아보기","navigation"
"/health/tools/migraine-visit-card","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/tools/migraine-visit-card","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/tools/migraine-visit-card","/health/guides/family-medication-support","가족 건강","navigation"
"/health/tools/migraine-visit-card","/health","건강 도구","navigation"
"/health/tools/migraine-visit-card","/health/trust/about","오누림 소개","navigation"
"/health/tools/migraine-visit-card","/health/migraine","편두통이 걱정될 때, 평소 두통 패턴과 새 변화를 나눠 보기 해설 읽기","navigation"
"/health/tools/migraine-visit-card","/health/migraine","이 질환 안내의 위험 신호와 도움 요청 행동","content"
"/health/tools/migraine-visit-card","/health/guides/symptom-journal","두통 때의 관찰과 원인 추측을 구분하는 기록법","content"
"/health/tools/migraine-visit-card","/health/guides/medication-list","약 이름·사용 목적·실제 사용을 함께 알리는 목록","content"
"/health/tools/migraine-visit-card","/health/guides/appointment-questions","검사 목적과 재연락 기준의 답을 남기는 방법","content"
"/health/tools/migraine-visit-card","/health/trust/medical-review-policy","의료 검토 상태","navigation"
"/health/tools/migraine-visit-card","/health/trust/privacy","기록·개인정보 안내","navigation"
"/health/tools/migraine-visit-card","/health","20개 질환 안내","navigation"
"/health/tools/migraine-visit-card","/health/guides/danger-signals","위험 신호","navigation"
"/health/tools/migraine-visit-card","/health/guides/appointment-questions","진료 질문 준비","navigation"
"/health/tools/migraine-visit-card","/health","건강 기록 도구","navigation"
"/health/tools/migraine-visit-card","/health/trust/author","작성자","navigation"
"/health/tools/migraine-visit-card","/health/trust/sources-policy","출처 원칙","navigation"
"/health/tools/migraine-visit-card","/health/trust/corrections-policy","정정·문의","navigation"
"/health/tools/migraine-visit-card","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/tools/migraine-visit-card","/health/trust/advertising","광고 정책","navigation"
"/health/tools/migraine-visit-card","/health/trust/disclaimer","면책 안내","navigation"
"/health/tools/migraine-visit-card","/health/trust/privacy","개인정보","navigation"
"/health/tools/migraine-visit-card","/health/trust/terms","이용약관","navigation"
"/health/tools/oa-daily-activity-log","/health/tools/oa-daily-activity-log","본문으로 건너뛰기","content"
"/health/tools/oa-daily-activity-log","/","OONURIM오누림","navigation"
"/health/tools/oa-daily-activity-log","/health","질환 알아보기","navigation"
"/health/tools/oa-daily-activity-log","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/tools/oa-daily-activity-log","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/tools/oa-daily-activity-log","/health/guides/family-medication-support","가족 건강","navigation"
"/health/tools/oa-daily-activity-log","/health","건강 도구","navigation"
"/health/tools/oa-daily-activity-log","/health/trust/about","오누림 소개","navigation"
"/health/tools/oa-daily-activity-log","/health/osteoarthritis","골관절염, 통증과 일상 변화를 함께 살피기 해설 읽기","navigation"
"/health/tools/oa-daily-activity-log","/health/osteoarthritis","이 질환 안내의 위험 신호와 도움 요청 행동","content"
"/health/tools/oa-daily-activity-log","/health/tools/oa-visit-questions","기록과 원하는 활동을 가져갈 골관절염 진료 질문","content"
"/health/tools/oa-daily-activity-log","/health/guides/medication-list","바르는 약·진통제까지 사용법을 남기는 약 목록","content"
"/health/tools/oa-daily-activity-log","/health/tools/oa-family-support","당사자가 원하는 기록·진료 도움을 묻는 가족 체크","content"
"/health/tools/oa-daily-activity-log","/health/trust/medical-review-policy","의료 검토 상태","navigation"
"/health/tools/oa-daily-activity-log","/health/trust/privacy","기록·개인정보 안내","navigation"
"/health/tools/oa-daily-activity-log","/health","20개 질환 안내","navigation"
"/health/tools/oa-daily-activity-log","/health/guides/danger-signals","위험 신호","navigation"
"/health/tools/oa-daily-activity-log","/health/guides/appointment-questions","진료 질문 준비","navigation"
"/health/tools/oa-daily-activity-log","/health","건강 기록 도구","navigation"
"/health/tools/oa-daily-activity-log","/health/trust/author","작성자","navigation"
"/health/tools/oa-daily-activity-log","/health/trust/sources-policy","출처 원칙","navigation"
"/health/tools/oa-daily-activity-log","/health/trust/corrections-policy","정정·문의","navigation"
"/health/tools/oa-daily-activity-log","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/tools/oa-daily-activity-log","/health/trust/advertising","광고 정책","navigation"
"/health/tools/oa-daily-activity-log","/health/trust/disclaimer","면책 안내","navigation"
"/health/tools/oa-daily-activity-log","/health/trust/privacy","개인정보","navigation"
"/health/tools/oa-daily-activity-log","/health/trust/terms","이용약관","navigation"
"/health/tools/oa-family-support","/health/tools/oa-family-support","본문으로 건너뛰기","content"
"/health/tools/oa-family-support","/","OONURIM오누림","navigation"
"/health/tools/oa-family-support","/health","질환 알아보기","navigation"
"/health/tools/oa-family-support","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/tools/oa-family-support","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/tools/oa-family-support","/health/guides/family-medication-support","가족 건강","navigation"
"/health/tools/oa-family-support","/health","건강 도구","navigation"
"/health/tools/oa-family-support","/health/trust/about","오누림 소개","navigation"
"/health/tools/oa-family-support","/health/osteoarthritis","골관절염, 통증과 일상 변화를 함께 살피기 해설 읽기","navigation"
"/health/tools/oa-family-support","/health/osteoarthritis","이 질환 안내의 위험 신호와 도움 요청 행동","content"
"/health/tools/oa-family-support","/health/tools/oa-daily-activity-log","당사자의 실제 관절·활동 변화를 남기는 기록표","content"
"/health/tools/oa-family-support","/health/tools/oa-visit-questions","본인의 활동 목표와 치료 선택을 묻는 질문 카드","content"
"/health/tools/oa-family-support","/health/trust/medical-review-policy","의료 검토 상태","navigation"
"/health/tools/oa-family-support","/health/trust/privacy","기록·개인정보 안내","navigation"
"/health/tools/oa-family-support","/health","20개 질환 안내","navigation"
"/health/tools/oa-family-support","/health/guides/danger-signals","위험 신호","navigation"
"/health/tools/oa-family-support","/health/guides/appointment-questions","진료 질문 준비","navigation"
"/health/tools/oa-family-support","/health","건강 기록 도구","navigation"
"/health/tools/oa-family-support","/health/trust/author","작성자","navigation"
"/health/tools/oa-family-support","/health/trust/sources-policy","출처 원칙","navigation"
"/health/tools/oa-family-support","/health/trust/corrections-policy","정정·문의","navigation"
"/health/tools/oa-family-support","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/tools/oa-family-support","/health/trust/advertising","광고 정책","navigation"
"/health/tools/oa-family-support","/health/trust/disclaimer","면책 안내","navigation"
"/health/tools/oa-family-support","/health/trust/privacy","개인정보","navigation"
"/health/tools/oa-family-support","/health/trust/terms","이용약관","navigation"
"/health/tools/oa-visit-questions","/health/tools/oa-visit-questions","본문으로 건너뛰기","content"
"/health/tools/oa-visit-questions","/","OONURIM오누림","navigation"
"/health/tools/oa-visit-questions","/health","질환 알아보기","navigation"
"/health/tools/oa-visit-questions","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/tools/oa-visit-questions","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/tools/oa-visit-questions","/health/guides/family-medication-support","가족 건강","navigation"
"/health/tools/oa-visit-questions","/health","건강 도구","navigation"
"/health/tools/oa-visit-questions","/health/trust/about","오누림 소개","navigation"
"/health/tools/oa-visit-questions","/health/osteoarthritis","골관절염, 통증과 일상 변화를 함께 살피기 해설 읽기","navigation"
"/health/tools/oa-visit-questions","/health/osteoarthritis","이 질환 안내의 위험 신호와 도움 요청 행동","content"
"/health/tools/oa-visit-questions","/health/tools/oa-daily-activity-log","관절·좌우와 실제 활동 전후 느낌을 적는 관찰표","content"
"/health/tools/oa-visit-questions","/health/guides/medication-list","처방약·진통제·바르는 제품의 실제 사용 목록","content"
"/health/tools/oa-visit-questions","/health/tools/oa-family-support","본인이 원하는 진료 동행·기록 도움을 묻는 체크","content"
"/health/tools/oa-visit-questions","/health/trust/medical-review-policy","의료 검토 상태","navigation"
"/health/tools/oa-visit-questions","/health/trust/privacy","기록·개인정보 안내","navigation"
"/health/tools/oa-visit-questions","/health","20개 질환 안내","navigation"
"/health/tools/oa-visit-questions","/health/guides/danger-signals","위험 신호","navigation"
"/health/tools/oa-visit-questions","/health/guides/appointment-questions","진료 질문 준비","navigation"
"/health/tools/oa-visit-questions","/health","건강 기록 도구","navigation"
"/health/tools/oa-visit-questions","/health/trust/author","작성자","navigation"
"/health/tools/oa-visit-questions","/health/trust/sources-policy","출처 원칙","navigation"
"/health/tools/oa-visit-questions","/health/trust/corrections-policy","정정·문의","navigation"
"/health/tools/oa-visit-questions","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/tools/oa-visit-questions","/health/trust/advertising","광고 정책","navigation"
"/health/tools/oa-visit-questions","/health/trust/disclaimer","면책 안내","navigation"
"/health/tools/oa-visit-questions","/health/trust/privacy","개인정보","navigation"
"/health/tools/oa-visit-questions","/health/trust/terms","이용약관","navigation"
"/health/tools/obesity-visit-card","/health/tools/obesity-visit-card","본문으로 건너뛰기","content"
"/health/tools/obesity-visit-card","/","OONURIM오누림","navigation"
"/health/tools/obesity-visit-card","/health","질환 알아보기","navigation"
"/health/tools/obesity-visit-card","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/tools/obesity-visit-card","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/tools/obesity-visit-card","/health/guides/family-medication-support","가족 건강","navigation"
"/health/tools/obesity-visit-card","/health","건강 도구","navigation"
"/health/tools/obesity-visit-card","/health/trust/about","오누림 소개","navigation"
"/health/tools/obesity-visit-card","/health/obesity","비만 상담 전, 체중과 생활 변화를 함께 정리하기 해설 읽기","navigation"
"/health/tools/obesity-visit-card","/health/obesity","이 질환 안내의 위험 신호와 도움 요청 행동","content"
"/health/tools/obesity-visit-card","/health/guides/medication-list","약·보충제와 실제 변경 시기를 남기는 목록","content"
"/health/tools/obesity-visit-card","/health/guides/appointment-questions","먼저 물을 질문과 다음 계획을 확인하는 대화","content"
"/health/tools/obesity-visit-card","/health/trust/medical-review-policy","의료 검토 상태","navigation"
"/health/tools/obesity-visit-card","/health/trust/privacy","기록·개인정보 안내","navigation"
"/health/tools/obesity-visit-card","/health","20개 질환 안내","navigation"
"/health/tools/obesity-visit-card","/health/guides/danger-signals","위험 신호","navigation"
"/health/tools/obesity-visit-card","/health/guides/appointment-questions","진료 질문 준비","navigation"
"/health/tools/obesity-visit-card","/health","건강 기록 도구","navigation"
"/health/tools/obesity-visit-card","/health/trust/author","작성자","navigation"
"/health/tools/obesity-visit-card","/health/trust/sources-policy","출처 원칙","navigation"
"/health/tools/obesity-visit-card","/health/trust/corrections-policy","정정·문의","navigation"
"/health/tools/obesity-visit-card","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/tools/obesity-visit-card","/health/trust/advertising","광고 정책","navigation"
"/health/tools/obesity-visit-card","/health/trust/disclaimer","면책 안내","navigation"
"/health/tools/obesity-visit-card","/health/trust/privacy","개인정보","navigation"
"/health/tools/obesity-visit-card","/health/trust/terms","이용약관","navigation"
"/health/tools/osteoporosis-appointment-prep","/health/tools/osteoporosis-appointment-prep","본문으로 건너뛰기","content"
"/health/tools/osteoporosis-appointment-prep","/","OONURIM오누림","navigation"
"/health/tools/osteoporosis-appointment-prep","/health","질환 알아보기","navigation"
"/health/tools/osteoporosis-appointment-prep","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/tools/osteoporosis-appointment-prep","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/tools/osteoporosis-appointment-prep","/health/guides/family-medication-support","가족 건강","navigation"
"/health/tools/osteoporosis-appointment-prep","/health","건강 도구","navigation"
"/health/tools/osteoporosis-appointment-prep","/health/trust/about","오누림 소개","navigation"
"/health/tools/osteoporosis-appointment-prep","/health/osteoporosis","골다공증, 검사표와 낙상 예방을 함께 보기 해설 읽기","navigation"
"/health/tools/osteoporosis-appointment-prep","/health/osteoporosis","이 질환 안내의 위험 신호와 도움 요청 행동","content"
"/health/tools/osteoporosis-appointment-prep","/health/tools/osteoporosis-home-check","검사·치료와 별도로 확인할 집안 이동 환경","content"
"/health/tools/osteoporosis-appointment-prep","/health/guides/medication-list","현재 약·보충제와 과거 사용 이력을 구분하는 목록","content"
"/health/tools/osteoporosis-appointment-prep","/health/guides/reading-health-results","검사 원본의 날짜·부위·단위를 함께 읽는 방법","content"
"/health/tools/osteoporosis-appointment-prep","/health/trust/medical-review-policy","의료 검토 상태","navigation"
"/health/tools/osteoporosis-appointment-prep","/health/trust/privacy","기록·개인정보 안내","navigation"
"/health/tools/osteoporosis-appointment-prep","/health","20개 질환 안내","navigation"
"/health/tools/osteoporosis-appointment-prep","/health/guides/danger-signals","위험 신호","navigation"
"/health/tools/osteoporosis-appointment-prep","/health/guides/appointment-questions","진료 질문 준비","navigation"
"/health/tools/osteoporosis-appointment-prep","/health","건강 기록 도구","navigation"
"/health/tools/osteoporosis-appointment-prep","/health/trust/author","작성자","navigation"
"/health/tools/osteoporosis-appointment-prep","/health/trust/sources-policy","출처 원칙","navigation"
"/health/tools/osteoporosis-appointment-prep","/health/trust/corrections-policy","정정·문의","navigation"
"/health/tools/osteoporosis-appointment-prep","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/tools/osteoporosis-appointment-prep","/health/trust/advertising","광고 정책","navigation"
"/health/tools/osteoporosis-appointment-prep","/health/trust/disclaimer","면책 안내","navigation"
"/health/tools/osteoporosis-appointment-prep","/health/trust/privacy","개인정보","navigation"
"/health/tools/osteoporosis-appointment-prep","/health/trust/terms","이용약관","navigation"
"/health/tools/osteoporosis-home-check","/health/tools/osteoporosis-home-check","본문으로 건너뛰기","content"
"/health/tools/osteoporosis-home-check","/","OONURIM오누림","navigation"
"/health/tools/osteoporosis-home-check","/health","질환 알아보기","navigation"
"/health/tools/osteoporosis-home-check","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/tools/osteoporosis-home-check","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/tools/osteoporosis-home-check","/health/guides/family-medication-support","가족 건강","navigation"
"/health/tools/osteoporosis-home-check","/health","건강 도구","navigation"
"/health/tools/osteoporosis-home-check","/health/trust/about","오누림 소개","navigation"
"/health/tools/osteoporosis-home-check","/health/osteoporosis","골다공증, 검사표와 낙상 예방을 함께 보기 해설 읽기","navigation"
"/health/tools/osteoporosis-home-check","/health/osteoporosis","이 질환 안내의 위험 신호와 도움 요청 행동","content"
"/health/tools/osteoporosis-home-check","/health/tools/osteoporosis-appointment-prep","낙상 이력·검사 원본·약을 함께 가져갈 진료 준비","content"
"/health/tools/osteoporosis-home-check","/health/guides/older-parent-health-organizer","당사자와 상의해 일상 변화와 동행 도움을 정리하기","content"
"/health/tools/osteoporosis-home-check","/health/guides/medication-list","균형 변화와 함께 상담할 실제 약·보충제 목록","content"
"/health/tools/osteoporosis-home-check","/health/trust/medical-review-policy","의료 검토 상태","navigation"
"/health/tools/osteoporosis-home-check","/health/trust/privacy","기록·개인정보 안내","navigation"
"/health/tools/osteoporosis-home-check","/health","20개 질환 안내","navigation"
"/health/tools/osteoporosis-home-check","/health/guides/danger-signals","위험 신호","navigation"
